timestamp,ticker,price,currency,source
2026-07-16T16:20:49+00:00,EQQQ,714.8,USD,yahoo:EQQQ.SW
2026-07-16T18:09:36+00:00,URTH,203.525,USD,yahoo:URTH
2026-07-16T18:09:36+00:00,EQQQ,714.8,USD,yahoo:EQQQ.SW
2026-07-16T20:05:05+00:00,URTH,203.575,USD,yahoo:URTH
2026-07-16T20:05:05+00:00,EQQQ,714.8,USD,yahoo:EQQQ.SW
2026-07-17T09:13:00+00:00,URTH,203.58,USD,yahoo:URTH
2026-07-17T09:13:00+00:00,EQQQ,694.6,USD,yahoo:EQQQ.SW
2026-07-17T11:24:37+00:00,URTH,203.58,USD,yahoo:URTH
2026-07-17T11:24:37+00:00,EQQQ,698.8,USD,yahoo:EQQQ.SW
2026-07-17T13:49:35+00:00,URTH,201.53,USD,yahoo:URTH
2026-07-17T13:49:35+00:00,EQQQ,696.4,USD,yahoo:EQQQ.SW
2026-07-17T15:18:02+00:00,URTH,201.8,USD,yahoo:URTH
2026-07-17T15:18:02+00:00,EQQQ,698.1,USD,yahoo:EQQQ.SW
2026-07-17T17:17:10+00:00,URTH,202.47,USD,yahoo:URTH
2026-07-17T17:17:11+00:00,EQQQ,698.8,USD,yahoo:EQQQ.SW
2026-07-17T19:18:06+00:00,URTH,201.51,USD,yahoo:URTH
2026-07-17T19:18:06+00:00,EQQQ,698.8,USD,yahoo:EQQQ.SW
2026-07-17T21:01:14+00:00,URTH,201.9,USD,yahoo:URTH
2026-07-17T21:01:14+00:00,EQQQ,698.8,USD,yahoo:EQQQ.SW
2026-07-20T10:16:40+00:00,URTH,201.9,USD,yahoo:URTH
2026-07-20T10:16:40+00:00,EQQQ,704.3,USD,yahoo:EQQQ.SW
2026-07-20T13:10:19+00:00,URTH,201.9,USD,yahoo:URTH
2026-07-20T13:10:19+00:00,EQQQ,705.3,USD,yahoo:EQQQ.SW
2026-07-20T15:54:42+00:00,URTH,202.273,USD,yahoo:URTH
2026-07-20T15:54:43+00:00,EQQQ,705.0,USD,yahoo:EQQQ.SW
2026-07-20T18:09:26+00:00,URTH,201.928,USD,yahoo:URTH
2026-07-20T18:09:26+00:00,EQQQ,705.0,USD,yahoo:EQQQ.SW
2026-07-20T20:25:09+00:00,URTH,201.1,USD,yahoo:URTH
2026-07-20T20:25:09+00:00,EQQQ,705.0,USD,yahoo:EQQQ.SW
2026-07-21T09:31:23+00:00,URTH,201.1,USD,yahoo:URTH
2026-07-21T09:31:23+00:00,EQQQ,708.7,USD,yahoo:EQQQ.SW
2026-07-21T11:50:32+00:00,URTH,201.1,USD,yahoo:URTH
2026-07-21T11:50:32+00:00,EQQQ,707.7,USD,yahoo:EQQQ.SW
2026-07-21T14:05:12+00:00,URTH,202.3,USD,yahoo:URTH
2026-07-21T14:05:12+00:00,EQQQ,709.4,USD,yahoo:EQQQ.SW
2026-07-21T16:26:12+00:00,URTH,203.23,USD,yahoo:URTH
2026-07-21T16:26:12+00:00,EQQQ,711.8,USD,yahoo:EQQQ.SW
2026-07-21T18:18:30+00:00,URTH,203.12,USD,yahoo:URTH
2026-07-21T18:18:30+00:00,EQQQ,711.8,USD,yahoo:EQQQ.SW
2026-07-21T20:21:15+00:00,URTH,203.13,USD,yahoo:URTH
2026-07-21T20:21:15+00:00,EQQQ,711.8,USD,yahoo:EQQQ.SW
2026-07-22T09:30:11+00:00,URTH,203.13,USD,yahoo:URTH
2026-07-22T09:30:11+00:00,EQQQ,707.0,USD,yahoo:EQQQ.SW
2026-07-22T11:51:15+00:00,URTH,203.13,USD,yahoo:URTH
2026-07-22T11:51:15+00:00,EQQQ,707.9,USD,yahoo:EQQQ.SW
2026-07-22T14:08:02+00:00,URTH,203.637,USD,yahoo:URTH
2026-07-22T14:08:02+00:00,EQQQ,708.6,USD,yahoo:EQQQ.SW
2026-07-22T16:22:49+00:00,URTH,203.555,USD,yahoo:URTH
2026-07-22T16:22:49+00:00,EQQQ,712.1,USD,yahoo:EQQQ.SW
2026-07-22T18:11:47+00:00,URTH,203.34,USD,yahoo:URTH
2026-07-22T18:11:47+00:00,EQQQ,712.1,USD,yahoo:EQQQ.SW
2026-07-22T20:15:44+00:00,URTH,203.1,USD,yahoo:URTH
2026-07-22T20:15:44+00:00,EQQQ,712.1,USD,yahoo:EQQQ.SW
2026-07-23T16:39:25+00:00,URTH,200.86,USD,yahoo:URTH
2026-07-23T16:39:25+00:00,EQQQ,692.5,USD,yahoo:EQQQ.SW
2026-07-23T18:16:30+00:00,URTH,200.275,USD,yahoo:URTH
2026-07-23T18:16:30+00:00,EQQQ,692.5,USD,yahoo:EQQQ.SW
2026-07-23T20:17:04+00:00,URTH,200.61,USD,yahoo:URTH
2026-07-23T20:17:04+00:00,EQQQ,692.5,USD,yahoo:EQQQ.SW
2026-07-24T09:24:11+00:00,URTH,200.61,USD,yahoo:URTH
2026-07-24T09:24:11+00:00,EQQQ,695.0,USD,yahoo:EQQQ.SW
2026-07-24T11:45:20+00:00,URTH,200.61,USD,yahoo:URTH
2026-07-24T11:45:20+00:00,EQQQ,696.6,USD,yahoo:EQQQ.SW
2026-07-24T13:55:36+00:00,URTH,200.64,USD,yahoo:URTH
2026-07-24T13:55:36+00:00,EQQQ,694.8,USD,yahoo:EQQQ.SW
2026-07-24T15:34:42+00:00,URTH,201.89,USD,yahoo:URTH
2026-07-24T15:34:42+00:00,EQQQ,692.6,USD,yahoo:EQQQ.SW
2026-07-24T17:42:02+00:00,URTH,201.67,USD,yahoo:URTH
2026-07-24T17:42:02+00:00,EQQQ,694.0,USD,yahoo:EQQQ.SW
2026-07-24T19:36:29+00:00,URTH,200.84,USD,yahoo:URTH
2026-07-24T19:36:29+00:00,EQQQ,694.0,USD,yahoo:EQQQ.SW
2026-07-24T21:09:43+00:00,URTH,200.88,USD,yahoo:URTH
2026-07-24T21:09:43+00:00,EQQQ,694.0,USD,yahoo:EQQQ.SW
2026-07-27T10:47:33+00:00,URTH,200.88,USD,yahoo:URTH
2026-07-27T10:47:33+00:00,EQQQ,698.9,USD,yahoo:EQQQ.SW
2026-07-27T13:41:28+00:00,URTH,202.745,USD,yahoo:URTH
2026-07-27T13:41:28+00:00,EQQQ,696.8,USD,yahoo:EQQQ.SW
2026-07-27T16:25:04+00:00,URTH,200.803,USD,yahoo:URTH
2026-07-27T16:25:05+00:00,EQQQ,681.5,USD,yahoo:EQQQ.SW
2026-07-27T18:25:58+00:00,URTH,200.9,USD,yahoo:URTH
2026-07-27T18:25:59+00:00,EQQQ,681.5,USD,yahoo:EQQQ.SW
2026-07-27T20:25:37+00:00,URTH,201.26,USD,yahoo:URTH
2026-07-27T20:25:37+00:00,EQQQ,681.5,USD,yahoo:EQQQ.SW
2026-07-28T09:38:47+00:00,URTH,201.26,USD,yahoo:URTH
2026-07-28T09:38:47+00:00,EQQQ,680.3,USD,yahoo:EQQQ.SW
2026-07-28T12:00:31+00:00,URTH,201.26,USD,yahoo:URTH
2026-07-28T12:00:31+00:00,EQQQ,677.6,USD,yahoo:EQQQ.SW
2026-07-28T15:24:39+00:00,URTH,201.795,USD,yahoo:URTH
2026-07-28T15:24:39+00:00,EQQQ,676.0,USD,yahoo:EQQQ.SW
2026-07-28T17:39:13+00:00,URTH,201.88,USD,yahoo:URTH
2026-07-28T17:39:13+00:00,EQQQ,680.8,USD,yahoo:EQQQ.SW
2026-07-28T19:39:36+00:00,URTH,201.75,USD,yahoo:URTH
2026-07-28T19:39:37+00:00,EQQQ,680.8,USD,yahoo:EQQQ.SW
